지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),현지기압(hPa),시정(10m)
133,2017-01-21 00:00,-5,,1.1,76,-8.5,1021.1,1900
133,2017-01-21 01:00,-5.9,,1.1,80,-8.7,1021.3,1705
133,2017-01-21 02:00,-5.6,,1.1,79,-8.6,1021.2,1623
133,2017-01-21 03:00,-6.5,,.9,85,-8.6,1020.9,1304
133,2017-01-21 04:00,-7.1,,.9,86,-9,1021.4,1336
133,2017-01-21 05:00,-7.5,,.9,87,-9.2,1021.2,1378
133,2017-01-21 06:00,-7.7,,2.3,88,-9.3,1021.4,1146
133,2017-01-21 07:00,-8.4,,1.2,88,-10,1022,1121
133,2017-01-21 08:00,-8.3,,.5,89,-9.7,1022,1073
133,2017-01-21 09:00,-6.9,,1.2,86,-8.8,1022,1211
133,2017-01-21 10:00,-5.4,,.5,81,-8.1,1022,1707
133,2017-01-21 11:00,-2.1,,.9,68,-7.2,1021.6,2000
133,2017-01-21 12:00,-1.2,0,1.7,64,-7.1,1020.9,1816
133,2017-01-21 13:00,-.4,,1.4,64,-6.3,1019.2,2000
133,2017-01-21 14:00,1.5,,1.6,60,-5.4,1017.6,2000
133,2017-01-21 15:00,2.2,0,3.2,60,-4.7,1016.6,2000
133,2017-01-21 16:00,.9,,1.3,69,-4.1,1016.6,1525
133,2017-01-21 17:00,.3,,.9,79,-2.9,1016.2,547
133,2017-01-21 18:00,-.3,.1,1.3,88,-2,1016.1,456
133,2017-01-21 19:00,-.5,,.6,88,-2.2,1016.3,1531
133,2017-01-21 20:00,-.6,,1.7,84,-2.9,1016,1951
133,2017-01-21 21:00,-.6,0,2.1,87,-2.5,1015.6,678
133,2017-01-21 22:00,-1,,1.8,94,-1.8,1015.1,61
133,2017-01-21 23:00,-.7,,2.2,94,-1.5,1014.9,68
133,2017-01-22 00:00,-.6,1.1,2.4,92,-1.7,1015.1,938
133,2017-01-22 01:00,-.7,,3.5,83,-3.2,1015,539
133,2017-01-22 02:00,-.8,,4.2,81,-3.6,1015.1,480
133,2017-01-22 03:00,-1.5,.2,3.9,88,-3.2,1015.7,129
133,2017-01-22 04:00,-2.9,,4.4,86,-4.9,1016.5,113
133,2017-01-22 05:00,-4.2,,1.8,80,-7.1,1017.6,657
133,2017-01-22 06:00,-5.2,.3,.8,81,-7.9,1018,909
133,2017-01-22 07:00,-6.2,,1.2,83,-8.6,1018.6,972
133,2017-01-22 08:00,-6.8,,1.2,80,-9.6,1018.9,1308
133,2017-01-22 09:00,-6,0,1.7,79,-9,1019.3,1013
133,2017-01-22 10:00,-5,,1.6,75,-8.7,1019.7,964
133,2017-01-22 11:00,-4.1,,2.4,70,-8.7,1020,1147
133,2017-01-22 12:00,-2.9,0,2.2,65,-8.5,1019.5,1987
133,2017-01-22 13:00,-2.9,,4,56,-10.4,1019.2,2000
133,2017-01-22 14:00,-3.1,,4.1,61,-9.5,1018.8,2000
133,2017-01-22 15:00,-3.3,0,3.9,54,-11.3,1018.7,2000
133,2017-01-22 16:00,-2.6,,3.3,50,-11.6,1019,2000
133,2017-01-22 17:00,-3.8,,3,52,-12.2,1019.2,2000
133,2017-01-22 18:00,-4.8,,2.8,55,-12.4,1019.3,2000
133,2017-01-22 19:00,-5.5,,2.5,57,-12.6,1019.9,2000
133,2017-01-22 20:00,-6.2,,2.2,63,-12.1,1020.4,2000
133,2017-01-22 21:00,-6.5,,2,65,-12,1020.6,1786
133,2017-01-22 22:00,-6.8,,1.9,66,-12,1020.7,1666
133,2017-01-22 23:00,-7.1,,1.7,67,-12.1,1021.1,1571
133,2017-01-23 00:00,-7.8,,1.4,80,-10.6,1021,723
133,2017-01-23 01:00,-8.4,,1.7,83,-10.7,1021,860
133,2017-01-23 02:00,-8.9,,1.4,81,-11.5,1021.5,983
133,2017-01-23 03:00,-9.5,,1,81,-12.1,1021.7,903
133,2017-01-23 04:00,-9.4,,.6,76,-12.8,1021.3,1024
133,2017-01-23 05:00,-9.3,,.5,76,-12.7,1021.5,1010
133,2017-01-23 06:00,-9.5,,.1,76,-12.9,1021.6,997
133,2017-01-23 07:00,-9.9,,.6,78,-13,1022,891
133,2017-01-23 08:00,-10,,.8,79,-12.9,1022.7,845
133,2017-01-23 09:00,-8.7,0,.9,73,-12.6,1023.2,968
133,2017-01-23 10:00,-7.1,,1.1,66,-12.3,1023.7,1215
133,2017-01-23 11:00,-5.3,,2.2,62,-11.4,1023.9,1696
133,2017-01-23 12:00,-4.2,,3.2,54,-12.1,1023.5,2000
133,2017-01-23 13:00,-3.5,,3.2,53,-11.7,1022.9,1987
133,2017-01-23 14:00,-2.6,,3.6,49,-11.8,1022.4,2000
133,2017-01-23 15:00,-1.6,,3,44,-12.2,1022.2,2000
133,2017-01-23 16:00,-1.9,,3.2,42,-13.1,1022.3,2000
133,2017-01-23 17:00,-2.8,,3.2,46,-12.8,1022.7,2000
133,2017-01-23 18:00,-3.7,,2.1,50,-12.6,1023.1,2000
133,2017-01-23 19:00,-4.7,,2,52,-13,1023.9,2000
133,2017-01-23 20:00,-6,,1.1,60,-12.5,1024.1,2000
133,2017-01-23 21:00,-6.9,,.8,65,-12.3,1024,2000
133,2017-01-23 22:00,-6.9,,.3,69,-11.6,1024,2000
133,2017-01-23 23:00,-7.4,,.9,74,-11.2,1024.2,1754
133,2017-01-24 00:00,-8,,.8,77,-11.3,1024.1,1649
133,2017-01-24 01:00,-8.5,,.8,80,-11.3,1024.3,1587
133,2017-01-24 02:00,-9.1,,.6,82,-11.6,1025,1334
133,2017-01-24 03:00,-9.2,,.9,84,-11.4,1025.4,1277
133,2017-01-24 04:00,-9.6,,.5,85,-11.6,1025.4,1335
133,2017-01-24 05:00,-9.9,,.3,86,-11.8,1025.3,1118
133,2017-01-24 06:00,-10.2,,1.1,87,-11.9,1025.2,1071
133,2017-01-24 07:00,-10.5,,1.3,88,-12.1,1025.7,1003
133,2017-01-24 08:00,-10.6,,.9,89,-12,1026.1,754
133,2017-01-24 09:00,-8.8,,.1,87,-10.5,1026.7,1228
133,2017-01-24 10:00,-5.3,,1,76,-8.8,1027.1,1256
133,2017-01-24 11:00,-2.7,,.5,64,-8.5,1027.1,2000
133,2017-01-24 12:00,-1.6,,2,53,-9.9,1026.5,2000
133,2017-01-24 13:00,-.7,,2,48,-10.3,1025.6,2000
133,2017-01-24 14:00,.1,,1.8,45,-10.4,1025.1,2000
133,2017-01-24 15:00,.7,,2.3,42,-10.7,1024.9,2000
133,2017-01-24 16:00,.7,,3.2,40,-11.3,1024.8,2000
133,2017-01-24 17:00,-.1,,2.5,44,-10.9,1024.9,2000
133,2017-01-24 18:00,-1.7,,1.4,49,-11,1025.4,2000
133,2017-01-24 19:00,-3,,1,52,-11.4,1026,2000
133,2017-01-24 20:00,-3.9,,.8,56,-11.4,1026.2,2000
133,2017-01-24 21:00,-4.8,,.7,60,-11.3,1026.6,2000
133,2017-01-24 22:00,-5.1,,.8,64,-10.8,1027,2000
133,2017-01-24 23:00,-5.8,,.6,69,-10.5,1027,1872
133,2017-01-25 00:00,-6.1,,.6,73,-10.1,1027.1,1531
133,2017-01-25 01:00,-6.9,,.7,75,-10.5,1026.9,1396
133,2017-01-25 02:00,-7.6,,.7,79,-10.6,1027,1364
133,2017-01-25 03:00,-8.3,,.9,81,-10.9,1026.9,1128
133,2017-01-25 04:00,-8.9,,.9,84,-11.1,1026.4,1038
133,2017-01-25 05:00,-9.3,,.2,85,-11.3,1026.4,1004
133,2017-01-25 06:00,-9.7,,1,86,-11.6,1026.6,932
133,2017-01-25 07:00,-10.2,,.7,87,-11.9,1027.3,864
133,2017-01-25 08:00,-10.4,,.3,88,-12,1028,737
133,2017-01-25 09:00,-8.9,,.5,86,-10.8,1028.2,873
133,2017-01-25 10:00,-5.1,,1.1,75,-8.8,1028.6,1164
133,2017-01-25 11:00,-2.3,,1.6,63,-8.4,1028.5,1844
133,2017-01-25 12:00,-.4,,1.3,49,-9.8,1027.6,2000
133,2017-01-25 13:00,1,,2.3,43,-10.2,1026.2,2000
133,2017-01-25 14:00,1.5,,1.4,42,-10,1025.1,2000
133,2017-01-25 15:00,2.3,,1.7,42,-9.3,1024.7,2000
133,2017-01-25 16:00,1.8,,2,43,-9.4,1024.5,2000
133,2017-01-25 17:00,.5,,2.4,46,-9.8,1024.4,2000
133,2017-01-25 18:00,-.9,,1.7,52,-9.5,1024.4,2000
133,2017-01-25 19:00,-1.9,,1.7,56,-9.5,1024.7,2000
133,2017-01-25 20:00,-2.6,,1.5,60,-9.3,1024.8,2000
133,2017-01-25 21:00,-3.5,,1.1,65,-9.1,1025,2000
133,2017-01-25 22:00,-4.3,,.2,68,-9.3,1025,2000
133,2017-01-25 23:00,-4.9,,1.4,73,-9,1025.3,1409
133,2017-01-26 00:00,-5.7,,1,76,-9.2,1025.5,1123
133,2017-01-26 01:00,-6.3,,.9,79,-9.3,1025.2,1083
133,2017-01-26 02:00,-7.1,,.1,79,-10.1,1024.5,978
133,2017-01-26 03:00,-7.5,,1.4,84,-9.7,1023.8,912
133,2017-01-26 04:00,-8,,.1,84,-10.2,1023.8,881
133,2017-01-26 05:00,-8.3,,.5,87,-10,1023.5,783
133,2017-01-26 06:00,-9,,.5,87,-10.7,1023.7,710
133,2017-01-26 07:00,-9.5,,.2,86,-11.4,1023.8,602
133,2017-01-26 08:00,-9.2,,1.5,89,-10.6,1023.5,656
133,2017-01-26 09:00,-7.3,,.5,86,-9.2,1024,903
133,2017-01-26 10:00,-4.3,,1.3,75,-8,1023,910
133,2017-01-26 11:00,-1.5,,1.2,62,-7.8,1022.6,1116
133,2017-01-26 12:00,1.4,,1.3,56,-6.4,1021.2,1513
133,2017-01-26 13:00,3.3,,.8,51,-5.8,1019.7,2000
133,2017-01-26 14:00,4.8,,1.4,43,-6.7,1018.5,2000
133,2017-01-26 15:00,6.3,,1.2,35,-8,1017.9,2000
133,2017-01-26 16:00,5.3,,3.2,24,-13.6,1017.1,2000
133,2017-01-26 17:00,4.6,,1.4,32,-10.7,1016.7,2000
133,2017-01-26 18:00,3.1,,1.3,43,-8.2,1017,2000
133,2017-01-26 19:00,2.1,,1.1,49,-7.5,1017,1962
133,2017-01-26 20:00,1.8,,2.5,63,-4.5,1016.1,1333
133,2017-01-26 21:00,2.2,,4.1,64,-3.9,1015.4,1230
133,2017-01-26 22:00,2.1,,3.9,62,-4.4,1014.8,1298
133,2017-01-26 23:00,2.1,,2.1,60,-4.8,1013.9,1666
133,2017-01-27 00:00,2,,2.2,60,-4.9,1013.5,1819
133,2017-01-27 01:00,3.9,,3.6,66,-1.8,1012.8,1260
133,2017-01-27 02:00,4.8,,3.4,69,-.4,1012.5,1100
133,2017-01-27 03:00,4.4,.7,3.1,87,2.4,1012,510
133,2017-01-27 04:00,3.9,,3.1,91,2.5,1013.3,492
133,2017-01-27 05:00,3,,1.9,87,1,1014.6,404
133,2017-01-27 06:00,1.8,1.6,2.3,82,-.9,1015.7,909
133,2017-01-27 07:00,.8,,2.2,84,-1.6,1017.4,1336
133,2017-01-27 08:00,-.2,,2.8,70,-5,1018.8,2000
133,2017-01-27 09:00,-.3,,2.6,66,-5.8,1019.1,2000
133,2017-01-27 10:00,.2,,1.8,63,-6,1020.4,2000
133,2017-01-27 11:00,.8,,3.3,49,-8.7,1020.4,2000
133,2017-01-27 12:00,1.8,,1.9,45,-8.8,1020.2,2000
133,2017-01-27 13:00,2.4,,3,37,-10.8,1019.7,2000
133,2017-01-27 14:00,3.5,,3.4,32,-11.6,1019.4,2000
133,2017-01-27 15:00,3.9,,3.1,24,-14.8,1019.4,2000
133,2017-01-27 16:00,3.8,,3,26,-13.9,1019.3,2000
133,2017-01-27 17:00,2.5,,2.7,30,-13.3,1019.7,2000
133,2017-01-27 18:00,.2,,1.6,40,-11.8,1020.3,2000
133,2017-01-27 19:00,-1.6,,1.5,47,-11.4,1021.1,2000
133,2017-01-27 20:00,-2.4,,2.5,52,-10.9,1021.2,2000
133,2017-01-27 21:00,-3,,1,55,-10.7,1021.7,2000
133,2017-01-27 22:00,-3.7,,.3,56,-11.2,1021.7,2000
133,2017-01-27 23:00,-4.2,,.5,59,-11,1021.7,2000
133,2017-01-28 00:00,-4.3,,1,64,-10.1,1021.9,2000
133,2017-01-28 01:00,-4.9,,1,68,-9.9,1021.9,2000
133,2017-01-28 02:00,-5.4,,.4,68,-10.3,1022.3,2000
133,2017-01-28 03:00,-5.9,,.8,73,-9.9,1021.9,2000
133,2017-01-28 04:00,-6.3,,1,76,-9.8,1021.1,2000
133,2017-01-28 05:00,-6.9,,1.2,78,-10,1020.7,2000
133,2017-01-28 06:00,-7.2,,.7,79,-10.2,1020.7,2000
133,2017-01-28 07:00,-7.5,,.4,80,-10.3,1020.8,2000
133,2017-01-28 08:00,-7.4,,.4,84,-9.6,1020.7,2000
133,2017-01-28 09:00,-5.8,,.4,80,-8.7,1021,2000
133,2017-01-28 10:00,-2.7,,.4,70,-7.4,1020.6,2000
133,2017-01-28 11:00,0,,1.9,51,-8.9,1019.9,2000
133,2017-01-28 12:00,3,,2,40,-9.3,1019.2,2000
133,2017-01-28 13:00,4.5,,1.5,32,-10.8,1018.1,2000
133,2017-01-28 14:00,7.2,,1.8,29,-9.6,1016.8,2000
133,2017-01-28 15:00,7.8,,.7,26,-10.5,1015.8,2000
133,2017-01-28 16:00,7.2,,.7,24,-12,1015.1,2000
133,2017-01-28 17:00,6.5,,2,28,-10.7,1015.6,2000
133,2017-01-28 18:00,4.6,,.7,40,-7.8,1016.6,2000
133,2017-01-28 19:00,3.7,,.4,42,-8,1016.6,2000
133,2017-01-28 20:00,2.9,,1.2,45,-7.8,1016.1,2000
133,2017-01-28 21:00,2.3,,.8,50,-7,1016.1,2000
133,2017-01-28 22:00,2,,1,52,-6.8,1015.6,2000
133,2017-01-28 23:00,1.6,,1,52,-7.2,1015,2000
133,2017-01-29 00:00,1.8,,1.1,56,-6,1014.4,2000
133,2017-01-29 01:00,1.7,,.4,57,-5.9,1014.1,2000
133,2017-01-29 02:00,1.6,,.2,56,-6.2,1014.3,2000
133,2017-01-29 03:00,1.8,,1,61,-4.9,1013.9,2000
133,2017-01-29 04:00,1.8,,.2,61,-4.9,1013.6,2000
133,2017-01-29 05:00,1.8,,1,63,-4.5,1013.1,2000
133,2017-01-29 06:00,1.8,.1,.5,65,-4,1013.3,2000
133,2017-01-29 07:00,1.8,,.4,68,-3.4,1013,1754
133,2017-01-29 08:00,1.7,,.7,71,-3,1012.7,1917
133,2017-01-29 09:00,1.4,.5,1.1,87,-.5,1012.3,1567
133,2017-01-29 10:00,1.7,,1.2,89,0,1011.9,1455
133,2017-01-29 11:00,2.7,,.5,84,.2,1010.7,1962
133,2017-01-29 12:00,3.4,.1,1.9,80,.2,1010.2,2000
133,2017-01-29 13:00,3.8,,.3,79,.4,1008.9,2000
133,2017-01-29 14:00,4.7,,.9,80,1.5,1007.9,2000
133,2017-01-29 15:00,5.4,0,.4,77,1.6,1007.2,2000
133,2017-01-29 16:00,5.2,,.4,80,2,1006.9,2000
133,2017-01-29 17:00,4.9,,.2,81,1.9,1006.9,1699
133,2017-01-29 18:00,4.4,0,.3,86,2.2,1006.9,909
133,2017-01-29 19:00,4,,.7,89,2.3,1007.2,1034
133,2017-01-29 20:00,3.5,,.4,93,2.4,1007.4,254
133,2017-01-29 21:00,3.1,2.1,1.8,94,2.2,1007.6,574
133,2017-01-29 22:00,2.4,,1.3,93,1.3,1008.4,872
133,2017-01-29 23:00,1.7,,1.3,93,.6,1009,414
133,2017-01-30 00:00,.9,2.9,1,94,0,1009.5,127
133,2017-01-30 01:00,.6,,.7,94,-.2,1010.1,105
133,2017-01-30 02:00,.5,,1.1,95,-.2,1009.9,520
133,2017-01-30 03:00,.6,1.3,1.1,95,-.1,1010.2,752
133,2017-01-30 04:00,.6,,3.3,93,-.4,1010.8,845
133,2017-01-30 05:00,.5,,2.3,89,-1.1,1011,669
133,2017-01-30 06:00,-.3,0,2.9,77,-3.8,1012.2,663
133,2017-01-30 07:00,-1.4,,3.4,70,-6.1,1013.2,931
133,2017-01-30 08:00,-1.8,,3.8,73,-6,1014.3,855
133,2017-01-30 09:00,-2.1,,3.2,73,-6.2,1015.3,728
133,2017-01-30 10:00,-2,,3.3,68,-7.1,1016,890
133,2017-01-30 11:00,-1.3,,3,65,-7,1016.6,1305
133,2017-01-30 12:00,-1.3,,3.7,59,-8.2,1016.7,1987
133,2017-01-30 13:00,-.6,,3.1,57,-8,1016.9,2000
133,2017-01-30 14:00,-.4,,3.4,53,-8.8,1017.2,2000
133,2017-01-30 15:00,-.3,,3.9,49,-9.7,1017.9,2000
133,2017-01-30 16:00,-.6,,3.1,46,-10.8,1018.5,2000
133,2017-01-30 17:00,-1.7,,2.6,51,-10.5,1018.9,2000
133,2017-01-30 18:00,-3.1,,2,57,-10.4,1019.5,2000
133,2017-01-30 19:00,-4.1,,1.6,61,-10.5,1020.5,2000
133,2017-01-30 20:00,-5.3,,1.1,67,-10.4,1020.8,2000
133,2017-01-30 21:00,-6.2,,.6,65,-11.7,1021.6,2000
133,2017-01-30 22:00,-6.8,,1,71,-11.1,1021.8,2000
133,2017-01-30 23:00,-6.6,,.8,76,-10.1,1022.3,2000
133,2017-01-31 00:00,-6.6,,1.5,78,-9.8,1022.5,2000
133,2017-01-31 01:00,-7.1,,1.2,81,-9.8,1022.6,2000
133,2017-01-31 02:00,-7.6,,1.5,83,-9.9,1022.5,2000
133,2017-01-31 03:00,-8,,.7,84,-10.2,1022.5,1890
133,2017-01-31 04:00,-8.2,,.6,86,-10.1,1021.8,1372
133,2017-01-31 05:00,-8.6,,1.6,88,-10.2,1021.7,1255
133,2017-01-31 06:00,-8.9,,.6,89,-10.3,1021.5,1288
133,2017-01-31 07:00,-8.8,,.9,90,-10.1,1021.7,1197
133,2017-01-31 08:00,-8.8,,.6,90,-10.1,1022.3,1111
133,2017-01-31 09:00,-7.5,,.3,88,-9.1,1022.9,1324
133,2017-01-31 10:00,-5.1,,.7,77,-8.5,1022.4,1557
133,2017-01-31 11:00,-3.1,,.9,66,-8.5,1022.5,1815
133,2017-01-31 12:00,-1.4,,1,54,-9.5,1021.6,2000
133,2017-01-31 13:00,0,,2,49,-9.4,1020.4,2000
133,2017-01-31 14:00,.8,,2,47,-9.2,1018.8,2000
133,2017-01-31 15:00,1.2,,1.6,42,-10.3,1018.4,2000
133,2017-01-31 16:00,.4,,1.8,36,-12.9,1018.4,2000
133,2017-01-31 17:00,.7,,1.4,37,-12.3,1018.5,2000
133,2017-01-31 18:00,-.6,,1.9,47,-10.5,1018.9,2000
133,2017-01-31 19:00,-1.7,,1.8,42,-12.9,1019.5,2000
133,2017-01-31 20:00,-2.6,,.9,43,-13.4,1019.5,2000
133,2017-01-31 21:00,-2.9,,2,49,-12.1,1019.2,2000
133,2017-01-31 22:00,-3.4,,1.3,48,-12.8,1019,2000
133,2017-01-31 23:00,-4.3,,.4,53,-12.4,1019.2,2000
133,2017-02-01 00:00,-5.2,,.7,56,-12.6,1018.8,2000
133,2017-02-01 01:00,-5.4,,.1,59,-12.1,1019.4,2000
133,2017-02-01 02:00,-5.4,,1.1,60,-11.9,1019.7,2000
133,2017-02-01 03:00,-6,,1.2,67,-11.1,1019.3,2000
133,2017-02-01 04:00,-6.5,,.3,71,-10.8,1019.3,2000
133,2017-02-01 05:00,-6.2,,.8,71,-10.6,1019.1,2000
133,2017-02-01 06:00,-5.6,,.7,72,-9.8,1018.9,2000
133,2017-02-01 07:00,-5.2,,.2,69,-10,1019.1,2000
133,2017-02-01 08:00,-4.6,,.1,67,-9.8,1019.5,2000
133,2017-02-01 09:00,-3.6,0,.3,64,-9.4,1020.1,2000
133,2017-02-01 10:00,-1.9,,1.3,69,-6.8,1021,873
133,2017-02-01 11:00,.3,,2.1,71,-4.3,1020.2,1987
133,2017-02-01 12:00,1.7,0,3,47,-8.4,1019.7,2000
133,2017-02-01 13:00,3,,4.3,31,-12.5,1019.3,2000
133,2017-02-01 14:00,3.1,,3.3,27,-14.1,1019.1,2000
133,2017-02-01 15:00,3.2,,3,24,-15.4,1019.4,2000
133,2017-02-01 16:00,3,,3.3,28,-13.7,1020.1,2000
133,2017-02-01 17:00,1.6,,3.4,28,-14.9,1020.8,2000
133,2017-02-01 18:00,-.1,,3,33,-14.4,1021.4,2000
133,2017-02-01 19:00,-1.3,,2,37,-14.1,1021.8,2000
133,2017-02-01 20:00,-2.4,,2.5,43,-13.3,1022.2,2000
133,2017-02-01 21:00,-3.4,,1.4,47,-13.1,1022.5,2000
133,2017-02-01 22:00,-4.3,,1.2,50,-13.1,1022.8,2000
133,2017-02-01 23:00,-4.6,,.6,55,-12.2,1022.8,2000
133,2017-02-02 00:00,-5,,.7,57,-12.2,1022.8,2000
133,2017-02-02 01:00,-5.8,,.9,64,-11.5,1022.7,2000
133,2017-02-02 02:00,-5.9,,1.4,64,-11.6,1023,2000
133,2017-02-02 03:00,-6.8,,.9,66,-12,1023.3,2000
133,2017-02-02 04:00,-7.3,,.5,61,-13.5,1023.3,2000
133,2017-02-02 05:00,-7.9,,.3,61,-14.1,1023.5,2000
133,2017-02-02 06:00,-8,,.5,59,-14.6,1023.8,2000
133,2017-02-02 07:00,-8.3,,.4,56,-15.5,1024.4,2000
133,2017-02-02 08:00,-8.7,,1.4,72,-12.8,1025,2000
133,2017-02-02 09:00,-5.8,,.7,58,-12.7,1025.3,2000
133,2017-02-02 10:00,-3.2,,1.8,43,-14,1025.2,2000
133,2017-02-02 11:00,-1.3,,1.2,32,-15.9,1024.5,2000
133,2017-02-02 12:00,1.1,,1.6,27,-15.8,1023.4,2000
133,2017-02-02 13:00,3.1,,1.1,25,-15,1022.4,2000
133,2017-02-02 14:00,4.1,,2.7,23,-15.2,1021.3,2000
133,2017-02-02 15:00,5.3,,2.8,21,-15.3,1020.6,2000
133,2017-02-02 16:00,5.5,,2.8,24,-13.5,1020.2,2000
133,2017-02-02 17:00,4.3,,2.7,29,-12.2,1019.8,2000
133,2017-02-02 18:00,2.7,,1.2,40,-9.5,1019.9,2000
133,2017-02-02 19:00,1.3,,.8,47,-8.7,1020.3,2000
133,2017-02-02 20:00,.4,,1.3,58,-6.9,1020.6,2000
133,2017-02-02 21:00,-.7,,.9,63,-6.8,1020.7,2000
133,2017-02-02 22:00,-.8,,1.7,68,-5.9,1020.8,2000
133,2017-02-02 23:00,-.8,,.8,68,-5.9,1021,2000
133,2017-02-03 00:00,-.4,,1.4,72,-4.8,1020.9,2000
133,2017-02-03 01:00,-.5,,.9,72,-4.9,1020.7,2000
133,2017-02-03 02:00,-1.1,,.6,75,-4.9,1020.5,2000
133,2017-02-03 03:00,-1.7,,1.3,78,-5,1020,2000
133,2017-02-03 04:00,-1.9,,.7,79,-5,1020.3,2000
133,2017-02-03 05:00,-1.6,,.6,78,-4.9,1020.4,2000
133,2017-02-03 06:00,-2,,1.5,79,-5.1,1020.7,2000
133,2017-02-03 07:00,-2.9,,.4,83,-5.3,1020.6,1837
133,2017-02-03 08:00,-3,,1.6,85,-5.1,1020.8,1854
133,2017-02-03 09:00,-1.3,,.3,82,-3.9,1021,1925
133,2017-02-03 10:00,1.2,,.7,68,-4,1020.7,2000
133,2017-02-03 11:00,3.8,,2.1,59,-3.4,1020.4,2000
133,2017-02-03 12:00,5.2,,.8,52,-3.8,1019.3,2000
133,2017-02-03 13:00,6.5,,1.8,43,-5.2,1018.1,1962
133,2017-02-03 14:00,7.1,,1.5,42,-4.9,1017.2,1888
133,2017-02-03 15:00,8.3,,1,40,-4.5,1016.7,1832
133,2017-02-03 16:00,7.8,,1.6,42,-4.3,1016.6,1596
133,2017-02-03 17:00,6.8,,1.7,47,-3.7,1016.5,1328
133,2017-02-03 18:00,5.6,,1.3,51,-3.7,1016.7,914
133,2017-02-03 19:00,4.3,,1.3,56,-3.7,1016.9,854
133,2017-02-03 20:00,3.2,,.7,59,-4,1017.3,791
133,2017-02-03 21:00,2.9,,.8,61,-3.8,1017.4,675
133,2017-02-03 22:00,1.4,,.5,67,-4,1017.4,758
133,2017-02-03 23:00,.6,,.3,72,-3.8,1017,650
133,2017-02-04 00:00,-.4,,1,76,-4.1,1016.9,561
133,2017-02-04 01:00,-1.2,,.1,78,-4.5,1016.7,509
133,2017-02-04 02:00,-1.7,,.9,82,-4.3,1016.7,440
133,2017-02-04 03:00,-1.8,,.5,84,-4.1,1016.5,414
133,2017-02-04 04:00,-2.3,,.5,86,-4.3,1016.2,388
133,2017-02-04 05:00,-2.7,,1.1,87,-4.5,1016,326
133,2017-02-04 06:00,-3.2,,.7,87,-5,1016,327
133,2017-02-04 07:00,-3.1,,.6,89,-4.6,1016.2,321
133,2017-02-04 08:00,-3,,1.2,89,-4.5,1016.4,310
133,2017-02-04 09:00,-1.7,,.1,86,-3.7,1016.1,425
133,2017-02-04 10:00,.3,,0,82,-2.4,1015.4,394
133,2017-02-04 11:00,3.5,,.7,67,-2,1014.3,553
133,2017-02-04 12:00,5.8,,1.2,55,-2.5,1013.2,700
133,2017-02-04 13:00,7.5,,1,46,-3.3,1011.8,992
133,2017-02-04 14:00,7.9,,.5,38,-5.5,1010.8,1364
133,2017-02-04 15:00,8,,1,41,-4.4,1010.2,1085
133,2017-02-04 16:00,7.4,,1.1,44,-4,1010,895
133,2017-02-04 17:00,6.9,,.7,49,-3,1009.4,600
133,2017-02-04 18:00,6.3,,.8,52,-2.8,1009.8,625
133,2017-02-04 19:00,5.7,,0,52,-3.4,1010.1,650
133,2017-02-04 20:00,5.4,,.3,54,-3.1,1010,628
133,2017-02-04 21:00,5.1,,.4,53,-3.7,1009.7,634
133,2017-02-04 22:00,4.8,,.8,56,-3.2,1009.4,612
133,2017-02-04 23:00,4.6,,.7,60,-2.5,1008.3,581
133,2017-02-05 00:00,4.3,0,.9,62,-2.3,1007.9,626
133,2017-02-05 01:00,4,,.9,67,-1.5,1007,535
133,2017-02-05 02:00,3.9,,.6,69,-1.2,1006.5,532
133,2017-02-05 03:00,3.8,0,.3,71,-.9,1005.7,494
133,2017-02-05 04:00,3.7,,.3,72,-.8,1005,469
133,2017-02-05 05:00,3.6,,.6,71,-1.1,1005,442
133,2017-02-05 06:00,3.3,,.5,73,-1,1004.9,356
133,2017-02-05 07:00,3,,.7,74,-1.1,1004.9,385
133,2017-02-05 08:00,2.6,,.7,76,-1.2,1005.1,345
133,2017-02-05 09:00,3.2,,0,74,-.9,1005.1,358
133,2017-02-05 10:00,4.1,,.2,71,-.6,1005.1,437
133,2017-02-05 11:00,4.8,,0,69,-.4,1004.8,430
133,2017-02-05 12:00,5.5,,2.7,56,-2.5,1004.4,1987
133,2017-02-05 13:00,4.8,,1.2,68,-.6,1004,727
133,2017-02-05 14:00,3.1,,.9,89,1.4,1004.2,158
133,2017-02-05 15:00,3.2,.5,.9,91,1.8,1003.9,197
133,2017-02-05 16:00,3.5,,.2,91,2.1,1003.9,286
133,2017-02-05 17:00,3.7,,1.7,85,1.4,1004.3,756
133,2017-02-05 18:00,3.6,0,2.7,86,1.4,1005.1,628
133,2017-02-05 19:00,3,,2.9,79,-.2,1006.2,984
133,2017-02-05 20:00,2.4,,1.8,77,-1.2,1006.7,506
133,2017-02-05 21:00,1.6,,1.9,77,-2,1007.3,436
133,2017-02-05 22:00,1.4,,2.6,75,-2.5,1007.6,506
133,2017-02-05 23:00,1.4,,2.2,71,-3.2,1007.8,521
133,2017-02-06 00:00,1.4,,2.9,69,-3.6,1008.1,526
133,2017-02-06 01:00,1.8,,2.8,67,-3.6,1008.8,809
133,2017-02-06 02:00,1.4,,2.6,68,-3.8,1009.1,838
133,2017-02-06 03:00,.4,,3.2,62,-6,1009.5,1021
